Dataset , TrainingReleases , %DataTraining , %DefectiveTraining , %DefectiveTesting , Classifier , Balancing , FeatureSelection , TP , FP , TN , FN , Precision , Recall  , AUC , Kappa 
OpenJPABugginess.arff,14,80,3,3,IBk,UnderSampling,None,96.0,553.0,3043.0,29.0,0.14791987673343607,0.768,0.808496106785317,0.20317211984381517
OpenJPABugginess.arff,14,80,3,3,NaiveBayes,OverSampling,None,71.0,174.0,3422.0,54.0,0.2897959183673469,0.568,0.8944771968854283,0.3550930430552174
OpenJPABugginess.arff,14,80,3,3,RandomForest,OverSampling,None,55.0,94.0,3502.0,70.0,0.3691275167785235,0.44,0.8383303670745272,0.37876258266280144
OpenJPABugginess.arff,14,80,3,3,IBk,OverSampling,None,54.0,82.0,3514.0,71.0,0.39705882352941174,0.432,0.6955695216907675,0.39252609687989803
OpenJPABugginess.arff,14,80,3,3,NaiveBayes,Smote,None,70.0,172.0,3424.0,55.0,0.2892561983471074,0.56,0.8915539488320356,0.3527986594202625
OpenJPABugginess.arff,14,80,3,3,RandomForest,Smote,None,39.0,47.0,3549.0,86.0,0.45348837209302323,0.312,0.8990022246941045,0.3519212813518564
OpenJPABugginess.arff,14,80,3,3,IBk,Smote,None,39.0,47.0,3549.0,86.0,0.45348837209302323,0.312,0.6496562847608454,0.3519212813518564
OpenJPABugginess.arff,14,80,3,3,NaiveBayes,None,BestFirst,51.0,42.0,3554.0,74.0,0.5483870967741935,0.408,0.7927563959955506,0.4521885248398328
OpenJPABugginess.arff,14,80,3,3,RandomForest,None,BestFirst,14.0,11.0,3585.0,111.0,0.56,0.112,0.7936473859844272,0.1774560608805933
OpenJPABugginess.arff,14,80,3,3,IBk,None,BestFirst,14.0,11.0,3585.0,111.0,0.56,0.112,0.7859822024471635,0.1774560608805933
OpenJPABugginess.arff,14,80,3,3,NaiveBayes,UnderSampling,BestFirst,79.0,276.0,3320.0,46.0,0.22253521126760564,0.632,0.7927563959955506,0.29409012979208554
OpenJPABugginess.arff,14,80,3,3,RandomForest,UnderSampling,BestFirst,80.0,287.0,3309.0,45.0,0.21798365122615804,0.64,0.7920033370411569,0.2896004673998925
OpenJPABugginess.arff,14,80,3,3,IBk,UnderSampling,BestFirst,80.0,287.0,3309.0,45.0,0.21798365122615804,0.64,0.7918620689655173,0.2896004673998925
OpenJPABugginess.arff,14,80,3,3,NaiveBayes,OverSampling,BestFirst,80.0,287.0,3309.0,45.0,0.21798365122615804,0.64,0.7927563959955506,0.2896004673998925
OpenJPABugginess.arff,14,80,3,3,RandomForest,OverSampling,BestFirst,79.0,285.0,3311.0,46.0,0.21703296703296704,0.632,0.7860011123470523,0.28747362702906265
OpenJPABugginess.arff,14,80,3,3,IBk,OverSampling,BestFirst,79.0,285.0,3311.0,46.0,0.21703296703296704,0.632,0.7860155728587319,0.28747362702906265
OpenJPABugginess.arff,14,80,3,3,NaiveBayes,Smote,BestFirst,61.0,94.0,3502.0,64.0,0.3935483870967742,0.488,0.7938264738598443,0.41391644153798673
OpenJPABugginess.arff,14,80,3,3,RandomForest,Smote,BestFirst,47.0,43.0,3553.0,78.0,0.5222222222222223,0.376,0.7926662958843159,0.4209230690083146
OpenJPABugginess.arff,14,80,3,3,IBk,Smote,BestFirst,44.0,43.0,3553.0,81.0,0.5057471264367817,0.352,0.7854905450500557,0.3985102372305119
OpenJPABugginess.arff,15,89,3,2,NaiveBayes,None,None,48.0,168.0,3487.0,55.0,0.2222222222222222,0.46601941747572817,0.8876681763244924,0.2739932045748703
OpenJPABugginess.arff,15,89,3,2,RandomForest,None,None,76.0,41.0,3614.0,27.0,0.6495726495726496,0.7378640776699029,0.9495331571328012,0.6816277916622027
OpenJPABugginess.arff,15,89,3,2,IBk,None,None,80.0,45.0,3610.0,23.0,0.64,0.7766990291262136,0.8774906033761438,0.692513542717015
OpenJPABugginess.arff,15,89,3,2,NaiveBayes,UnderSampling,None,51.0,197.0,3458.0,52.0,0.2056451612903226,0.49514563106796117,0.8602087843491427,0.26201566283113975
OpenJPABugginess.arff,15,89,3,2,RandomForest,UnderSampling,None,93.0,503.0,3152.0,10.0,0.15604026845637584,0.9029126213592233,0.9276333789329685,0.23011054820440016
OpenJPABugginess.arff,15,89,3,2,IBk,UnderSampling,None,94.0,765.0,2890.0,9.0,0.10942956926658906,0.912621359223301,0.8516037347429376,0.1540176636781239
OpenJPABugginess.arff,15,89,3,2,NaiveBayes,OverSampling,None,51.0,194.0,3461.0,52.0,0.20816326530612245,0.49514563106796117,0.9212131273823596,0.2647278245529751
OpenJPABugginess.arff,15,89,3,2,RandomForest,OverSampling,None,84.0,79.0,3576.0,19.0,0.5153374233128835,0.8155339805825242,0.9528535189194215,0.6187733554163855
OpenJPABugginess.arff,15,89,3,2,IBk,OverSampling,None,84.0,71.0,3584.0,19.0,0.5419354838709678,0.8155339805825242,0.9016376024331612,0.6392835584033856
OpenJPABugginess.arff,15,89,3,2,NaiveBayes,Smote,None,51.0,185.0,3470.0,52.0,0.21610169491525424,0.49514563106796117,0.8890574156960143,0.273147339608567
OpenJPABugginess.arff,15,89,3,2,RandomForest,Smote,None,78.0,40.0,3615.0,25.0,0.6610169491525424,0.7572815533980582,0.9662093421699228,0.6970144255218863
OpenJPABugginess.arff,15,89,3,2,IBk,Smote,None,80.0,45.0,3610.0,23.0,0.64,0.7766990291262136,0.877550369888303,0.692513542717015
OpenJPABugginess.arff,15,89,3,2,NaiveBayes,None,BestFirst,33.0,64.0,3591.0,70.0,0.3402061855670103,0.32038834951456313,0.7750122853386104,0.3117009149583525
OpenJPABugginess.arff,15,89,3,2,RandomForest,None,BestFirst,21.0,17.0,3638.0,82.0,0.5526315789473685,0.20388349514563106,0.7755873720000531,0.2873441241260429
OpenJPABugginess.arff,15,89,3,2,IBk,None,BestFirst,20.0,13.0,3642.0,83.0,0.6060606060606061,0.1941747572815534,0.775791906286109,0.2846021138630547
OpenJPABugginess.arff,15,89,3,2,NaiveBayes,UnderSampling,BestFirst,62.0,329.0,3326.0,41.0,0.1585677749360614,0.6019417475728155,0.7747333749485343,0.21704189298307414
OpenJPABugginess.arff,15,89,3,2,RandomForest,UnderSampling,BestFirst,64.0,339.0,3316.0,39.0,0.1588089330024814,0.6213592233009708,0.7746696240022313,0.21886138804418995
OpenJPABugginess.arff,15,89,3,2,IBk,UnderSampling,BestFirst,64.0,339.0,3316.0,39.0,0.1588089330024814,0.6213592233009708,0.7734928877850531,0.21886138804418995
OpenJPABugginess.arff,15,89,3,2,NaiveBayes,OverSampling,BestFirst,62.0,329.0,3326.0,41.0,0.1585677749360614,0.6019417475728155,0.7747333749485343,0.21704189298307414
OpenJPABugginess.arff,15,89,3,2,RandomForest,OverSampling,BestFirst,64.0,338.0,3317.0,39.0,0.15920398009950248,0.6213592233009708,0.7754890892911692,0.21940321039704033
OpenJPABugginess.arff,15,89,3,2,IBk,OverSampling,BestFirst,64.0,338.0,3317.0,39.0,0.15920398009950248,0.6213592233009708,0.7755196366196061,0.21940321039704033
OpenJPABugginess.arff,15,89,3,2,NaiveBayes,Smote,BestFirst,41.0,129.0,3526.0,62.0,0.2411764705882353,0.39805825242718446,0.7745155592153321,0.27564046930409686
OpenJPABugginess.arff,15,89,3,2,RandomForest,Smote,BestFirst,34.0,63.0,3592.0,69.0,0.35051546391752575,0.3300970873786408,0.7756471385122123,0.32197403563061616
OpenJPABugginess.arff,15,89,3,2,IBk,Smote,BestFirst,33.0,60.0,3595.0,70.0,0.3548387096774194,0.32038834951456313,0.7758503446535534,0.31902259516873116
